title,rating,feature
Before Midnight,7.9,meet jesse celine nine year greece almost two decade pass since first meeting train bound vienna drama romance richard linklater ethan hawke julie delpy seamus davey-fitzpatrick ariane labed
X-Men: Days of Future Past,7.9,xmen send wolverine past desperate effort change history prevent event result doom human mutant action adventure science fiction bryan singer patrick stewart ian mckellen hugh jackman james mcavoy
Bir Zamanlar Anadolu'da,7.9,group men set search dead body anatolian steppe crime drama nuri bilge ceylan muhammet uzuner yilmaz erdogan taner birsel ahmet mümtaz taylan
The Artist,7.9,egomaniacal film star develop relationship young dancer backdrop hollywood silent era comedy drama romance michel hazanavicius jean dujardin bérénice bejo john goodman james cromwell
Edge of Tomorrow,7.9,soldier fight alien get relive day day restart every time die action adventure science fiction doug liman tom cruise emily blunt bill paxton brendan gleeson
Amour,7.9,george anne octogenarian couple cultivate retired music teacher daughter also musician live britain family one day anne stroke couple bond love severely test drama romance michael haneke jean-louis trintignant emmanuelle riva isabelle huppert alexandre tharaud
The Irishman,7.9,old man recall time painting house friend jimmy hoffa 195070s biography crime drama martin scorsese robert de niro al pacino joe pesci harvey keitel
Un prophète,7.9,young arab man send french prison crime drama jacques audiard tahar rahim niels arestrup adel bencherif reda kateb
Moon,7.9,astronaut sam bell quintessentially personal encounter toward end threeyear stint moon work alongside computer gerty send back earth parcel resource help diminish planet power problem drama mystery science fiction duncan jones sam rockwell kevin spacey dominique mcelligott rosie shaw
Låt den rätte komma in,7.9,oskar overlooked bully boy find love revenge eli beautiful peculiar girl crime drama fantasy tomas alfredson kåre hedebrant lina leandersson per ragnar henrik dahl
District 9,7.9,violence ensues extraterrestrial race force live slumlike condition earth find kindred spirit government agent expose biotechnology action science fiction thriller neill blomkamp sharlto copley david james jason cope nathalie boltt
The Wrestler,7.9,faded professional wrestler must retire find quest new life outside ring dispirit struggle drama sport darren aronofsky mickey rourke marisa tomei evan rachel wood mark margolis
Jab We Met,7.9,depressed wealthy businessman find life changing meet spunky carefree young woman comedy drama romance imtiaz ali shahid kapoor kareena kapoor tarun arora dara singh
Boyhood,7.9,life mason early childhood arrival college drama richard linklater ellar coltrane patricia arquette ethan hawke elijah smith
"4 luni, 3 saptamâni si 2 zile",7.9,woman assist friend arrange illegal abortion 1980s romania drama cristian mungiu anamaria marinca laura vasiliu vlad ivanov alexandru potocean
Star Trek,7.9,brash james kirk try live father legacy mr spock keep check vengeful romulan future create black hole destroy federation one planet time action adventure science fiction j.j. abrams chris pine zachary quinto simon pegg leonard nimoy
In Bruges,7.9,guiltstricken job go wrong hitman ray partner await order ruthless bos bruges belgium last place world ray want comedy crime drama martin mcdonagh colin farrell brendan gleeson ciarán hinds elizabeth berrington
The Man from Earth,7.9,impromptu goodbye party professor john oldman become mysterious interrogation retire scholar reveals colleague longer stranger past imagine drama fantasy mystery richard schenkman david lee smith tony todd john billingsley ellen crawford
Letters from Iwo Jima,7.9,story battle iwo jima united state imperial japan world war ii tell perspective japanese fight action adventure drama clint eastwood ken watanabe kazunari ninomiya tsuyoshi ihara ryô kase
The Fall,7.9,hospital outskirt 1920s los angeles injured stuntman begin tell fellow patient little girl broken arm fantastic story five mythical hero thanks fractured state mind vivid imagination line fiction reality blur tale advance adventure drama fantasy tarsem singh lee pace catinca untaru justine waddell kim uylenbroek
Life of Pi,7.9,young man survive disaster sea hurtle epic journey adventure discovery cast away form unexpected connection another survivor fearsome bengal tiger adventure drama fantasy ang lee suraj sharma irrfan khan adil hussain tabu
Fantastic Mr. Fox,7.9,urbane fox resist return farm raiding way must help community survive farmer retaliation animation adventure comedy wes anderson george clooney meryl streep bill murray jason schwartzman
C.R.A.Z.Y.,7.9,young frenchcanadian grow 1960s 1970s struggle reconcile emerge homosexuality father conservative value catholic belief comedy drama jean-marc vallée michel côté marc-andré grondin danielle proulx émile vallée
Les choristes,7.9,new teacher severely administer boy board school work positively affect student life music drama music christophe barratier gérard jugnot françois berléand jean-baptiste maunier kad merad
Iron Man,7.9,hold captive afghan cave billionaire engineer tony stark create unique weaponized suit armor fight evil action adventure science fiction jon favreau robert downey jr. gwyneth paltrow terrence howard jeff bridges
Shaun of the Dead,7.9,man uneventful life disrupt zombie apocalypse comedy horror edgar wright simon pegg nick frost kate ashfield lucy davis
Gegen die Wand,7.9,intention break free strict familial restriction suicidal young woman set marriage convenience fortyyearold addict act lead outburst envious love drama romance fatih akin birol ünel sibel kekilli güven kiraç zarah jane mckenzie
Mystic River,7.9,life three men childhood friend shatter one family tragedy crime drama mystery clint eastwood sean penn tim robbins kevin bacon emmy rossum
Harry Potter and the Prisoner of Azkaban,7.9,harry potter ron hermione return hogwarts school witchcraft wizardry third year study delve mystery surround escaped prisoner pose dangerous threat young wizard adventure family fantasy alfonso cuarón daniel radcliffe emma watson rupert grint richard griffiths
Ying xiong,7.9,defense officer nameless summon king qin regard success terminate three warrior action adventure history yimou zhang jet li tony chiu-wai leung maggie cheung ziyi zhang
Hable con ella,7.9,two men share odd friendship care two woman deep coma drama mystery romance pedro almodóvar rosario flores javier cámara darío grandinetti leonor watling
No Man's Land,7.9,bosnia herzegovina 1993 time heavy fighting two war side two soldier oppose side conflict nino ciki become trap man land whilst third soldier become living booby trap comedy drama war danis tanovic branko djuric rene bitorajac filip sovagovic georges siatidis
Cowboy Bebop: Tengoku no tobira,7.9,terrorist explosion release deadly virus mass bountyhunting bebop crew catch coldblooded culprit animation action crime shin'ichirô watanabe tensai okamura hiroyuki okiura yoshiyuki takei beau billingslea
The Bourne Identity,7.9,man pick fishing boat bulletriddled suffer amnesia race elude assassin attempt regain memory action mystery thriller doug liman franka potente matt damon chris cooper clive owen
Nueve reinas,7.9,two con artist try swindle stamp collector sell sheet counterfeit rare stamp nine queen crime drama thriller fabián bielinsky ricardo darín gastón pauls graciela tenenbaum maría mercedes villagra
Children of Men,7.9,2027 chaotic world woman become somehow infertile former activist agree help transport miraculously pregnant woman sanctuary sea adventure drama science fiction alfonso cuarón julianne moore clive owen chiwetel ejiofor michael caine
Almost Famous,7.9,highschool boy give chance write story roll stone magazine upandcoming rock band accompany concert tour adventure comedy drama cameron crowe billy crudup patrick fugit kate hudson frances mcdormand
Mulholland Dr.,7.9,car wreck winding mulholland drive render woman amnesiac perky hollywoodhopeful search clue answer across los angeles twisting venture beyond dream reality drama mystery thriller david lynch naomi watts laura harring justin theroux jeanne bates
Toy Story 2,7.9,woody steal toy collector buzz friend set rescue mission save woody become museum toy property roundup gang jessie prospector bullseye animation adventure comedy john lasseter ash brannon lee unkrich tom hanks tim allen
Boogie Nights,7.9,back sex safe pleasure business business boom idealistic porn producer aspire elevate craft art discover hot young talent drama paul thomas anderson mark wahlberg julianne moore burt reynolds luis guzmán
Mimi wo sumaseba,7.9,love story girl love read book boy previously check library book choose animation drama family yoshifumi kondô yoko honna issey takahashi takashi tachibana shigeru muroi
Once Were Warriors,7.9,family descend maori warrior bedevil violent father societal problem treat outcast crime drama lee tamahori rena owen temuera morrison mamaengaroa kerr-bell julian arahanga
True Romance,7.9,detroit lonely pop culture geek marry call girl steal cocaine pimp try sell hollywood meanwhile owner cocaine mob track attempt reclaim crime drama romance tony scott christian slater patricia arquette dennis hopper val kilmer
Trois couleurs: Bleu,7.9,woman struggle find way live life death husband child drama music mystery krzysztof kieslowski juliette binoche zbigniew zamachowski julie delpy benoît régent
Jûbê ninpûchô,7.9,vagabond swordsman aid beautiful ninja girl crafty spy confront demonic clan killer ghost past leader bend overthrow tokugawa shogunate animation action adventure yoshiaki kawajiri kôichi yamadera emi shinohara takeshi aono osamu saka
Carlito's Way,7.9,puerto rican former convict release prison pledge stay away drug violence despite pressure around lead good life outside nyc crime drama thriller brian de palma al pacino sean penn penelope ann miller john leguizamo
Edward Scissorhands,7.9,artificial man incompletely construct scissors hand lead solitary life one day suburban lady meet introduce world drama fantasy romance tim burton johnny depp winona ryder dianne wiest anthony michael hall
My Left Foot: The Story of Christy Brown,7.9,christy brown bear cerebral palsy learn paint write controllable limb left foot biography drama jim sheridan daniel day-lewis brenda fricker alison whelan kirsten sheridan
Crimes and Misdemeanors,7.9,ophthalmologist mistress threaten reveal affair wife married documentary filmmaker infatuate another woman comedy drama woody allen martin landau woody allen bill bernstein claire bloom
The Untouchables,7.9,era prohibition united state federal agent eliot ness set stop ruthless chicago gangster al capone rampant corruption assemble small handpicked team help crime drama thriller brian de palma kevin costner sean connery robert de niro charles martin smith
Hannah and Her Sisters,7.9,two thanksgiving two year apart hannah husband fall love sister lee hypochondriac exhusband rekindle relationship sister holly comedy drama woody allen mia farrow dianne wiest michael caine barbara hershey
Brazil,7.9,bureaucrat dystopic society become enemy state pursue woman dream drama science fiction terry gilliam jonathan pryce kim greist robert de niro katherine helmond
This Is Spinal Tap,7.9,spinal tap one england loud band chronicle film director marty dibergi prove fateful tour comedy music rob reiner rob reiner michael mckean christopher guest kimberly stringer
A Christmas Story,7.9,1940s young boy name ralphie attempt convince parent teacher santa red ryder bb gun really perfect christmas gift comedy family bob clark peter billingsley melinda dillon darren mcgavin scott schwartz
The Blues Brothers,7.9,jake blue release prison put together old band save catholic home brother elwood raise action adventure comedy john landis john belushi dan aykroyd cab calloway john candy
Manhattan,7.9,life divorced television writer date teenage girl far complicate fall love best friend mistress comedy drama romance woody allen woody allen diane keaton mariel hemingway michael murphy
All That Jazz,7.9,directorchoreographer bob fosse tell life story detail sordid career joe gideon womanizing drugusing dancer drama music musical bob fosse roy scheider jessica lange ann reinking leland palmer
Dawn of the Dead,7.9,follow evergrowing epidemic zombie rise dead two philadelphia swat team member traffic reporter television executive girlfriend seek refuge secluded shopping mall action adventure horror george a. romero david emge ken foree scott h. reiniger gaylen ross
All the President's Men,7.9,washington post reporter bob woodward carl bernstein uncover detail watergate scandal lead president richard nixon resignation biography drama history alan j. pakula dustin hoffman robert redford jack warden martin balsam
La montaña sagrada,7.9,corrupt greedfueled world powerful alchemist lead messianic character seven materialistic figure holy mountain hope achieve enlightenment adventure drama fantasy alejandro jodorowsky alejandro jodorowsky horacio salinas zamira saunders juan ferrara
Amarcord,7.9,series comedic nostalgic vignette set 1930s italian coastal town comedy drama family federico fellini magali noël bruno zanin pupella maggio armando brancia
Le charme discret de la bourgeoisie,7.9,surreal virtually plotless series dream center around six middleclass people consistently interrupt attempt meal together comedy luis buñuel fernando rey delphine seyrig paul frankeur bulle ogier
"Aguirre, der Zorn Gottes",7.9,16th century ruthless insane lope de aguirre lead spanish expedition search el dorado action adventure biography werner herzog klaus kinski ruy guerra helena rojo del negro
Harold and Maude,7.9,young rich obsess death harold find change forever meet lively septuagenarian maude funeral comedy drama romance hal ashby ruth gordon bud cort vivian pickles cyril cusack
Patton,7.9,world war ii phase career controversial american general george patton biography drama war franklin j. schaffner george c. scott karl malden stephen young michael strong
The Wild Bunch,7.9,age group outlaw look one last big score traditional american west disappear around action adventure western sam peckinpah william holden ernest borgnine robert ryan edmond o'brien
Night of the Living Dead,7.9,ragtag group pennsylvanian barricade old farmhouse remain safe horde flesheating ghoul ravage east coast united state horror thriller george a. romero duane jones judith o'dea karl hardman marilyn eastman
The Lion in Winter,7.9,1183 ad king henry ii three son want inherit throne commit choice wife variously plot force biography drama history anthony harvey peter o'toole katharine hepburn anthony hopkins john castle
In the Heat of the Night,7.9,black police detective ask investigate murder racially hostile southern town crime drama mystery norman jewison sidney poitier rod steiger warren oates lee grant
Charade,7.9,romance suspense ensue paris woman pursue several men want fortune murdered husband steal trust comedy mystery romance stanley donen cary grant audrey hepburn walter matthau james coburn
The Manchurian Candidate,7.9,former prisoner war brainwash unwitting assassin international communist conspiracy drama thriller john frankenheimer frank sinatra laurence harvey janet leigh angela lansbury
Spartacus,7.9,slave spartacus lead violent revolt decadent roman republic adventure biography drama stanley kubrick kirk douglas laurence olivier jean simmons charles laughton
L'avventura,7.9,woman disappear mediterranean boating trip search lover best friend become attract drama mystery michelangelo antonioni gabriele ferzetti monica vitti lea massari dominique blanchar
Hiroshima mon amour,7.9,french actress film antiwar film hiroshima affair married japanese architect share differ perspective war drama romance alain resnais emmanuelle riva eiji okada stella dassas pierre barbaud
The Ten Commandments,7.9,moses egyptian prince learns true heritage hebrew divine mission deliverer people adventure drama cecil b. demille charlton heston yul brynner anne baxter edward g. robinson
The Searchers,7.9,american civil war veteran embarks journey rescue niece comanche adventure drama western john ford john wayne jeffrey hunter vera miles ward bond
East of Eden,7.9,two brother struggle maintain strict bibletoting father favor drama elia kazan james dean raymond massey julie harris burl ives
High Noon,7.9,town marshal despite disagreement newlywed bride townspeople around must face gang deadly killer alone high noon gang leader outlaw send year ago arrive noon train drama thriller western fred zinnemann gary cooper grace kelly thomas mitchell lloyd bridges
Strangers on a Train,7.9,psychopath force tennis star comply theory two stranger get away murder crime film-noir thriller alfred hitchcock farley granger robert walker ruth roman leo g. carroll
Harvey,7.9,due insistence invisible six foottall rabbit best friend whimsical middleaged man think family insane may wise anyone know comedy drama fantasy henry koster james stewart wallace ford william h. lynn victoria horne
Miracle on 34th Street,7.9,nice old man claim santa claus institutionalize insane young lawyer decide defend argue court real thing comedy drama family george seaton edmund gwenn maureen o'hara john payne gene lockhart
Notorious,7.9,woman ask spy group nazi friend south america far go ingratiate drama film-noir romance alfred hitchcock cary grant ingrid bergman claude rains louis calhern
The Big Sleep,7.9,private detective philip marlowe hire wealthy family complex case see murder blackmail might love crime film-noir mystery howard hawks humphrey bogart lauren bacall john ridgely martha vickers
The Lost Weekend,7.9,desperate life chronic alcoholic follow fourday drinking bout drama film-noir billy wilder ray milland jane wyman phillip terry howard da silva
The Philadelphia Story,7.9,rich woman exhusband tabloidtype reporter turn planned remarriage begin learn truth comedy romance george cukor cary grant katharine hepburn james stewart ruth hussey
His Girl Friday,7.9,newspaper editor use every trick book keep ace reporter exwife remarry comedy drama romance howard hawks cary grant rosalind russell ralph bellamy gene lockhart
The Adventures of Robin Hood,7.9,prince john norman lord begin oppress saxon mass king richard absence saxon lord fight back outlaw leader rebel guerrilla army action adventure romance michael curtiz william keighley errol flynn olivia de havilland basil rathbone
A Night at the Opera,7.9,sly business manager two wacky friend two opera singer help achieve success humiliate stuffy snobbish enemy comedy music musical sam wood edmund goulding groucho marx chico marx harpo marx
King Kong,7.9,film crew go tropical island exotic location shoot discover colossal ape take shine female blonde star capture bring back new york city public exhibition adventure horror science fiction merian c. cooper ernest b. schoedsack fay wray robert armstrong bruce cabot
Freaks,7.9,circus beautiful trapeze artist agrees marry leader sideshow performer deformed friend discover marry inheritance drama horror tod browning wallace ford leila hyams olga baclanova roscoe ates
Nosferatu,7.9,vampire count orlok express interest new residence real estate agent hutter wife fantasy horror f.w. murnau max schreck alexander granach gustav von wangenheim greta schröder
The Gentlemen,7.8,american expat try sell highly profitable marijuana empire london trigger plot scheme bribery blackmail attempt steal domain action comedy crime guy ritchie matthew mcconaughey charlie hunnam michelle dockery jeremy strong
Raazi,7.8,kashmiri woman agree marry pakistani army officer order spy pakistan indopakistan war 1971 action drama thriller meghna gulzar alia bhatt vicky kaushal rajit kapoor shishir sharma
Sound of Metal,7.8,heavymetal drummer life throw freefall begin lose hearing drama music darius marder riz ahmed olivia cooke paul raci lauren ridloff
Forushande,7.8,participate production death salesman teacher wife assault new home leave determine find perpetrator wife traumatized objection drama asghar farhadi shahab hosseini taraneh alidoosti babak karimi mina sadati
Dunkirk,7.8,allied soldier belgium british empire france surround german army evacuate fierce battle world war ii action drama history christopher nolan fionn whitehead barry keoghan mark rylance tom hardy
Perfetti sconosciuti,7.8,seven longtime friend get together dinner decide share content every text message email phone call receive many secret start unveil equilibrium tremble comedy drama paolo genovese giuseppe battiston anna foglietta marco giallini edoardo leo
Hidden Figures,7.8,story team female africanamerican mathematician serve vital role nasa early year yous space program biography drama history theodore melfi taraji p. henson octavia spencer janelle monáe kevin costner
Paddington 2,7.8,paddington ben whishaw happily settle brown family popular member local community pick series odd job buy perfect present aunt lucy imelda staunton 100th birthday gift steal adventure comedy family paul king ben whishaw hugh grant hugh bonneville sally hawkins
Udta Punjab,7.8,story revolve around drug abuse affluent north indian state punjab youth succumb enmasse result socioeconomic decline action crime drama abhishek chaubey shahid kapoor alia bhatt kareena kapoor diljit dosanjh
Kubo and the Two Strings,7.8,young boy name kubo must locate magical suit armour worn late father order defeat vengeful spirit past animation action adventure travis knight charlize theron art parkinson matthew mcconaughey ralph fiennes
M.S. Dhoni: The Untold Story,7.8,untold story mahendra singh dhoni journey ticket collector trophy collector worldcupwinning captain indian cricket team biography drama sport neeraj pandey sushant singh rajput kiara advani anupam kher disha patani
Manchester by the Sea,7.8,depressed uncle ask take care teenage nephew boy father dy drama kenneth lonergan casey affleck michelle williams kyle chandler lucas hedges
Under sandet,7.8,postworld war ii denmark group young german pow force clear beach thousand land mine watch danish sergeant slowly learn appreciate plight drama history war martin zandvliet roland møller louis hofmann joel basman mikkel boe følsgaard
Rogue One,7.8,daughter imperial scientist join rebel alliance risky move steal plan death star action adventure science fiction gareth edwards felicity jones diego luna alan tudyk donnie yen
Captain America: Civil War,7.8,political involvement avenger affair cause rift captain america iron man action adventure science fiction anthony russo joe russo chris evans robert downey jr. scarlett johansson
The Hateful Eight,7.8,dead wyoming winter bounty hunter prisoner find shelter cabin currently inhabit collection nefarious character crime drama mystery quentin tarantino samuel l. jackson kurt russell jennifer jason leigh walton goggins
Little Women,7.8,jo march reflect back forth life tell beloved story march sisters four young woman determine live life term drama romance greta gerwig saoirse ronan emma watson florence pugh eliza scanlen
Loving Vincent,7.8,story depict oil paint animation young man come last hometown painter vincent van gogh robert gulaczyk deliver troubled artist final letter end investigate final day animation biography crime dorota kobiela hugh welchman douglas booth jerome flynn robert gulaczyk
Pride,7.8,youk gay activist work help miner lengthy strike national union mineworker summer 1984 biography comedy drama matthew warchus bill nighy imelda staunton dominic west paddy considine
Le passé,7.8,iranian man desert french wife two child return homeland meanwhile wife start new relationship reality husband confronts upon wife request divorce drama mystery asghar farhadi bérénice bejo tahar rahim ali mosaffa pauline burlet
La grande bellezza,7.8,jep gambardella seduce way lavish nightlife rome decade 65th birthday shock past jep look past nightclub party find timeless landscape absurd exquisite beauty drama paolo sorrentino toni servillo carlo verdone sabrina ferilli carlo buccirosso
The Lunchbox,7.8,mistaken delivery mumbai famously efficient lunchbox delivery system connect young housewife old man dusk life build fantasy world together note lunchbox drama romance ritesh batra irrfan khan nimrat kaur nawazuddin siddiqui lillete dubey
Vicky Donor,7.8,man bring infertility doctor supply sperm become big sperm donor clinic comedy romance shoojit sircar ayushmann khurrana yami gautam annu kapoor dolly ahluwalia
Big Hero 6,7.8,special bond develops plussized inflatable robot baymax prodigy hiro hamada together team group friend form band hightech hero animation action adventure don hall chris williams ryan potter scott adsit jamie chung
About Time,7.8,age 21 tim discovers travel time change happen happen life decision make world good place get girlfriend turn easy might think comedy drama fantasy richard curtis domhnall gleeson rachel mcadams bill nighy lydia wilson
English Vinglish,7.8,quiet sweet temper housewife endures small slight welleducated husband daughter every day inability speak understand english comedy drama family gauri shinde sridevi adil hussain mehdi nebbou priya anand
Kaze tachinu,7.8,look life jiro horikoshi man design japanese fighter plane world war ii animation biography drama hayao miyazaki hideaki anno hidetoshi nishijima miori takimoto masahiko nishimura
Toy Story 4,7.8,new toy call forky join woody gang road trip alongside old new friend reveal big world toy animation adventure comedy josh cooley tom hanks tim allen annie potts tony hale
La migliore offerta,7.8,lonely art expert work mysterious reclusive heiress find art worth examine crime drama mystery giuseppe tornatore geoffrey rush jim sturgess sylvia hoeks donald sutherland
Moonrise Kingdom,7.8,pair young lover flee new england town cause local search party fan find comedy drama romance wes anderson jared gilman kara hayward bruce willis bill murray
How to Train Your Dragon 2,7.8,hiccup toothless discover ice cave home hundred new wild dragon mysterious dragon rider two friend find center battle protect peace animation action adventure dean deblois jay baruchel cate blanchett gerard butler craig ferguson
The Big Short,7.8,20062007 group investor bet u mortgage market research discover flawed corrupt market biography comedy drama adam mckay christian bale steve carell ryan gosling brad pitt
Kokuhaku,7.8,psychological thriller grieving mother turn coldblooded avenger twisty master plan pay back responsible daughter death drama thriller tetsuya nakashima takako matsu yoshino kimura masaki okada yukito nishii
Ang-ma-reul bo-at-da,7.8,secret agent exacts revenge serial killer series capture release action crime drama jee-woon kim lee byung-hun choi min-sik jeon gook-hwan ho-jin chun
The Girl with the Dragon Tattoo,7.8,journalist mikael blomkvist aid search woman miss forty year lisbeth salander young computer hacker crime drama mystery david fincher daniel craig rooney mara christopher plummer stellan skarsgård
Captain Phillips,7.8,true story captain richard phillips 2009 hijacking somali pirate yousflagged mv maersk alabama first american cargo ship hijack two hundred year adventure biography crime paul greengrass tom hanks barkhad abdi barkhad abdirahman catherine keener
Ajeossi,7.8,quiet pawnshop keeper violent past take drugandorgan trafficking ring hope save child friend action crime drama jeong-beom lee won bin sae-ron kim tae-hoon kim hee-won kim
Straight Outta Compton,7.8,rap group nwa emerges mean street compton los angeles california mid1980s revolutionize hip hop culture music tale life hood biography drama history f. gary gray o'shea jackson jr. corey hawkins jason mitchell neil brown jr.
Madeo,7.8,mother desperately search killer frame son girl horrific murder crime drama mystery bong joon ho hye-ja kim won bin jin goo je-mun yun
Chugyeokja,7.8,disgraced expoliceman run small ring prostitute find race time one woman go miss action crime thriller hong-jin na kim yoon-seok jung-woo ha yeong-hie seo yoo-jeong kim
The Hobbit: The Desolation of Smaug,7.8,dwarf along bilbo baggins gandalf grey continue quest reclaim erebor homeland smaug bilbo baggins possession mysterious magical ring adventure fantasy peter jackson ian mckellen martin freeman richard armitage ken stott
Das weiße Band - Eine deutsche Kindergeschichte,7.8,strange event happen small village north germany year world war seem ritual punishment responsible drama history mystery michael haneke christian friedel ernst jacobi leonie benesch ulrich tukur
Män som hatar kvinnor,7.8,journalist aid young female hacker search killer woman dead forty year crime drama mystery niels arden oplev michael nyqvist noomi rapace ewa fröling lena endre
The Trial of the Chicago 7,7.8,story 7 people trial stem various charge surround uprising 1968 democratic national convention chicago illinois drama history thriller aaron sorkin eddie redmayne alex sharp sacha baron cohen jeremy strong
Druk,7.8,four friend high school teacher test theory improve life maintain constant level alcohol blood comedy drama thomas vinterberg mads mikkelsen thomas bo larsen magnus millang lars ranthe
The Fighter,7.8,base story micky ward fledgling boxer try escape shadow famous troubled old boxing brother get shot greatness biography drama sport david o. russell mark wahlberg christian bale amy adams melissa leo
Taken,7.8,retired cia agent travel across europe relies old skill save estranged daughter kidnap trip paris action thriller pierre morel liam neeson maggie grace famke janssen leland orser
The Boy in the Striped Pyjamas,7.8,innocent eye bruno eightyearold son commandant german concentration camp forbidden friendship jewish boy side camp fence startling unexpected consequence drama history war mark herman asa butterfield david thewlis rupert friend zac mattoon o'brien
Once,7.8,modernday musical busker immigrant eventful week dublin write rehearse record song tell love story drama music romance john carney glen hansard markéta irglová hugh walsh gerard hendrick
The Hobbit: An Unexpected Journey,7.8,reluctant hobbit bilbo baggins set lonely mountain spirited group dwarf reclaim mountain home gold within dragon smaug adventure fantasy peter jackson martin freeman ian mckellen richard armitage andy serkis
Auf der anderen Seite,7.8,turkish man travel istanbul find daughter father former girlfriend drama fatih akin baki davrak nurgül yesilçay tuncel kurtiz nursel köse
Atonement,7.8,thirteenyearold fledgling writer briony tallis irrevocably change course several life accuse old sister lover crime commit drama mystery romance joe wright keira knightley james mcavoy brenda blethyn saoirse ronan
Drive,7.8,mysterious hollywood stuntman mechanic moonlight getaway driver find trouble help neighbor crime drama nicolas winding refn ryan gosling carey mulligan bryan cranston albert brooks
American Gangster,7.8,outcast new york city cop charge bring harlem drug lord frank lucas whose real life inspire partly biographical film biography crime drama ridley scott denzel washington russell crowe chiwetel ejiofor josh brolin
Avatar,7.8,paraplegic marine dispatch moon pandora unique mission become torn follow order protect world feel home action adventure fantasy james cameron sam worthington zoe saldana sigourney weaver michelle rodriguez
Mr. Nobody,7.8,boy stand station platform train leave go mother stay father infinite possibility arise decision long choose anything possible drama fantasy romance jaco van dormael jared leto sarah polley diane kruger linh dan pham
Apocalypto,7.8,mayan kingdom face decline young man take perilous journey world rule fear oppression action adventure drama mel gibson gerardo taracena raoul max trujillo dalia hernández rudy youngblood
Little Miss Sunshine,7.8,family determine get young daughter final beauty pageant take crosscountry trip vw bus comedy drama jonathan dayton valerie faris steve carell toni collette greg kinnear
Hot Fuzz,7.8,skilled london police officer transfer small town dark secret action comedy mystery edgar wright simon pegg nick frost martin freeman bill nighy
The Curious Case of Benjamin Button,7.8,tell story benjamin button man start age backwards consequence drama fantasy romance david fincher brad pitt cate blanchett tilda swinton julia ormond
Veer-Zaara,7.8,veerzaara saga love separation courage sacrifice love story inspiration remain legend forever drama family musical yash chopra shah rukh khan preity zinta rani mukerji kirron kher
Adams æbler,7.8,neonazi sentence community service church clash blindly devotional priest comedy crime drama anders thomas jensen ulrich thomsen mads mikkelsen nicolas bro paprika steen
Pride & Prejudice,7.8,spark fly spirited elizabeth bennet meet single rich proud mr darcy mr darcy reluctantly find fall love woman beneath class overcome pride prejudice drama romance joe wright keira knightley matthew macfadyen brenda blethyn donald sutherland
The World's Fastest Indian,7.8,story new zealander burt munro spend year rebuild 1920 indian motorcycle help set land speed world record utah bonneville salt flat 1967 biography drama sport roger donaldson anthony hopkins diane ladd iain rea tessa mitchell
Tôkyô goddofâzâzu,7.8,christmas eve three homeless people live street tokyo discover newborn baby among trash set find parent animation adventure comedy satoshi kon shôgo furuya tôru emori yoshiaki umegaki aya okamoto
Serenity,7.8,crew ship serenity try evade assassin send recapture one member telepathic action adventure science fiction joss whedon nathan fillion gina torres chiwetel ejiofor alan tudyk
Walk the Line,7.8,chronicle country music legend johnny cash life early day arkansas cotton farm rise fame sun record memphis record alongside elvis presley jerry lee lewis carl perkins biography drama music james mangold joaquin phoenix reese witherspoon ginnifer goodwin robert patrick
Ondskan,7.8,teenage boy expel school fight arrives boarding school systematic bullying young student encourage mean maintain discipline decide fight back drama mikael håfström andreas wilson henrik lundström gustaf skarsgård linda zilliacus
The Notebook,7.8,poor yet passionate young man fall love rich young woman give sense freedom soon separated social difference drama romance nick cassavetes gena rowlands james garner rachel mcadams ryan gosling
Diarios de motocicleta,7.8,dramatization motorcycle road trip che guevara go youth show life call adventure biography drama walter salles gael garcía bernal rodrigo de la serna mía maestro mercedes morán
Lilja 4-ever,7.8,sixteenyearold lilja friend young boy volodja live russia fantasize good life one day lilja fall love andrej go sweden invite lilja come along start new life crime drama lukas moodysson oksana akinshina artyom bogucharskiy pavel ponomaryov lyubov agapova
Les triplettes de Belleville,7.8,grandson kidnap tour de france madame souza beloved pooch bruno team belleville sister aged songanddance team day fred astaire rescue animation comedy drama sylvain chomet michèle caucheteux jean-claude donda michel robin monica viegas
Gongdong gyeongbi guyeok JSA,7.8,shooting incident northsouth korean borderdmz leave 2 north korean soldier dead neutral swissswedish team investigates actually happen action drama thriller chan-wook park lee yeong-ae lee byung-hun kang-ho song kim tae-woo
The Count of Monte Cristo,7.8,young man falsely imprison jealous friend escape use hidden treasure exact revenge action adventure drama kevin reynolds jim caviezel guy pearce christopher adamson jb blanc
Waking Life,7.8,man shuffle dream meeting various people discuss meaning purpose universe animation drama fantasy richard linklater ethan hawke trevor jack brooks lorelei linklater wiley wiggins
Remember the Titans,7.8,true story newly appoint africanamerican coach high school team first season racially integrated unit biography drama sport boaz yakin denzel washington will patton wood harris ryan hurst
Wo hu cang long,7.8,young chinese warrior steal sword famed swordsman escape world romantic adventure mysterious man frontier nation action adventure fantasy ang lee yun-fat chow michelle yeoh ziyi zhang chen chang
Todo sobre mi madre,7.8,young esteban want become writer also discover identity second mother trans woman carefully conceal mother manuela drama pedro almodóvar cecilia roth marisa paredes candela peña antonia san juan
Cast Away,7.8,fedex executive undergo physical emotional transformation crash landing deserted island adventure drama romance robert zemeckis tom hanks helen hunt paul sanchez lari white
